id,full_name,year,manufacturer,model,country,class,pi,speed,handling,acceleration,launch,braking,offroad,power_hp,torque_lb_ft,weight_lb,engine,layout,price_cr,division,unlock,image_local_path,wiki_page
2001-audi-rs-4-avant-2001,2001 audi RS 4 Avant,2001,audi,RS 4 Avant,ger,B,544,6.4,5.3,5.5,4.7,3.6,5.7,375,324,3571,V6,"Front-Engined, All-Wheel Drive",175000,rss,auto,images/2001-audi-rs-4-avant-2001.png,https://forza.fandom.com/wiki/Audi_RS_4_Avant_%282001%29
2003-audi-rs-6-2003,2003 audi RS 6,2003,audi,RS 6,ger,B,556,6.8,5.2,5.0,4.9,4.1,5.8,450,415,4024,V8,"Front-Engined, All-Wheel Drive",35000,rss,auto,images/2003-audi-rs-6-2003.png,https://forza.fandom.com/wiki/Audi_RS_6_%282003%29
2006-audi-rs-4,2006 audi RS 4,2006,audi,RS 4,ger,B,593,6.9,5.5,6.0,5.5,4.4,5.7,420,317,3638,V8,"Front-Engined, All-Wheel Drive",75000,mss,auto,images/2006-audi-rs-4.png,https://forza.fandom.com/wiki/Audi_RS_4
2009-audi-rs-6-2009,2009 audi RS 6,2009,audi,RS 6,ger,B,598,7.5,5.5,6.1,6.7,5.8,5.8,570,478,4376,V10,"Front-Engined, All-Wheel Drive",42000,mss,auto,images/2009-audi-rs-6-2009.png,https://forza.fandom.com/wiki/Audi_RS_6_%282009%29
2010-audi-tt-rs-coup-2010,2010 audi TT RS Coupé,2010,audi,TT RS Coupé,ger,B,593,6.6,5.6,5.8,7.0,4.4,5.8,335,332,3294,I5,"Front-Engined, All-Wheel Drive",35000,msp,auto,images/2010-audi-tt-rs-coup-2010.png,https://forza.fandom.com/wiki/Audi_TT_RS_Coup%C3%A9_%282010%29
2011-audi-rs-3-sportback,2011 audi RS 3 Sportback,2011,audi,RS 3 Sportback,ger,B,565,6.0,5.6,5.2,6.5,4.1,5.8,335,332,3472,I5,"Front-Engined, All-Wheel Drive",20000,shh,auto,images/2011-audi-rs-3-sportback.png,https://forza.fandom.com/wiki/Audi_RS_3_Sportback
2011-audi-rs-5-coup-2011,2011 audi RS 5 Coupé,2011,audi,RS 5 Coupé,ger,A,613,6.8,5.7,5.8,5.7,5.9,5.8,442,317,3830,V8,"Front-Engined, All-Wheel Drive",25000,mss,auto,images/2011-audi-rs-5-coup-2011.png,https://forza.fandom.com/wiki/Audi_RS_5_Coup%C3%A9_%282011%29
2013-audi-r8-coup-v10-plus-5-2-fsi-quattro,2013 audi R8 Coupé V10 plus 5.2 FSI quattro,2013,audi,R8 Coupé V10 plus 5.2 FSI quattro,ger,A,694,7.3,6.2,7.1,6.6,6.8,5.5,542,398,3682,V10,"Mid-Engined, All-Wheel Drive",100000,msu,,images/2013-audi-r8-coup-v10-plus-5-2-fsi-quattro.png,https://forza.fandom.com/wiki/Audi_R8_Coup%C3%A9_V10_plus_5.2_FSI_quattro
2013-audi-rs-7-sportback-2013,2013 audi RS 7 Sportback,2013,audi,RS 7 Sportback,ger,A,620,7.6,5.3,7.0,8.2,5.6,5.7,552,553,4310,V8,"Front-Engined, All-Wheel Drive",55000,mss,auto,images/2013-audi-rs-7-sportback-2013.png,https://forza.fandom.com/wiki/Audi_RS_7_Sportback_%282013%29
2015-audi-rs-6-avant-2015,2015 audi RS 6 Avant,2015,audi,RS 6 Avant,ger,A,640,7.4,5.5,7.5,8.3,5.3,5.6,552,516,4266,V8,"Front-Engined, All-Wheel Drive",60000,mss,auto,images/2015-audi-rs-6-avant-2015.png,https://forza.fandom.com/wiki/Audi_RS_6_Avant_%282015%29
2015-audi-s1,2015 audi S1,2015,audi,S1,ger,B,600,5.6,5.5,5.2,4.4,3.7,5.9,228,241,2899,I4,"Front-Engined, All-Wheel Drive",21000,Hot Hatch,auto,images/2015-audi-s1.png,https://forza.fandom.com/wiki/Audi_S1
2016-audi-r8-v10-plus,2016 audi R8 V10 plus,2016,audi,R8 V10 plus,ger,S1,731,7.8,6.4,7.7,5.9,7.2,5.7,602,413,3428,V10,"Mid-Engined, All-Wheel Drive",160000,msu,auto,images/2016-audi-r8-v10-plus.png,https://forza.fandom.com/wiki/Audi_R8_V10_plus
2020-audi-r8-v10-performance,2020 audi R8 V10 performance,2020,audi,R8 V10 performance,ger,S1,738,8.1,6.4,8.0,6.1,6.8,5.7,602,413,3638,V10,"Mid-Engined, All-Wheel Drive",281000,msu,auto,images/2020-audi-r8-v10-performance.png,https://forza.fandom.com/wiki/Audi_R8_V10_performance
2021-audi-rs-6-avant-2021,2021 audi RS 6 Avant,2021,audi,RS 6 Avant,ger,A,650,7.2,5.7,7.3,8.9,4.9,5.6,591,590,4575,V8,"Front-Engined, All-Wheel Drive",83000,mss,auto,images/2021-audi-rs-6-avant-2021.png,https://forza.fandom.com/wiki/Audi_RS_6_Avant_%282021%29
2021-audi-rs-7-sportback-2021,2021 audi RS 7 Sportback,2021,audi,RS 7 Sportback,ger,A,655,7.4,5.7,7.3,8.9,4.9,5.7,591,590,4553,V8,"Front-Engined, All-Wheel Drive",80000,mss,auto,images/2021-audi-rs-7-sportback-2021.png,https://forza.fandom.com/wiki/Audi_RS_7_Sportback_%282021%29
2021-audi-rs-e-tron-gt,2021 audi RS e-tron GT,2021,audi,RS e-tron GT,ger,A,677,6.0,5.1,8.4,9.4,4.2,5.4,637,612,5174,,"Mid-Engined, All-Wheel Drive",95000,mss,auto,images/2021-audi-rs-e-tron-gt.png,https://forza.fandom.com/wiki/Audi_RS_e-tron_GT
1965-austin-healey-3000-mkiii,1965 austin-healey 3000 MkIII,1965,austin-healey,3000 MkIII,United Kingdom,D,352,5.2,3.5,3.5,3.4,2.4,4.9,147,173,2604,I6,"Front-Engined, Rear-Wheel Drive",75000,csc,auto,images/1965-austin-healey-3000-mkiii.png,https://forza.fandom.com/wiki/Austin-Healey_3000_MkIII
1993-autozam-az-1,1993 autozam AZ-1,1993,autozam,AZ-1,jpn,D,342,4.2,4.2,3.0,4.4,3.0,5.2,63,63,1587,I3,"Mid-Engined, Rear-Wheel Drive",38000,ecd,auto,images/1993-autozam-az-1.png,https://forza.fandom.com/wiki/Autozam_AZ-1
2014-bac-mono,2014 bac Mono,2014,bac,Mono,United Kingdom,S1,766,6.1,7.4,6.3,6.7,8.1,4.5,280,206,1354,I4,"Mid-Engined, Rear-Wheel Drive",196000,tt,auto,images/2014-bac-mono.png,https://forza.fandom.com/wiki/BAC_Mono
2021-bentley-continental-gt-convertible,2021 bentley Continental GT Convertible,2021,bentley,Continental GT Convertible,United Kingdom,A,649,7.7,5.3,6.2,9.6,4.3,5.5,626,663,5322,W12,"Front-Engined, All-Wheel Drive",170000,gtc,auto,images/2021-bentley-continental-gt-convertible.png,https://forza.fandom.com/wiki/Bentley_Continental_GT_Convertible
1981-bmw-m1,1981 bmw M1,1981,bmw,M1,ger,B,510,5.9,4.5,4.4,3.1,3.2,5.1,277,243,2866,I6,"Mid-Engined, Rear-Wheel Drive",600000,rsu,treasure,images/1981-bmw-m1.png,https://forza.fandom.com/wiki/BMW_M1
1988-bmw-m5-1988,1988 bmw M5,1988,bmw,M5,ger,C,469,5.8,4.1,4.3,3.9,3.1,5.4,282,251,3230,I6,"Front-Engined, Rear-Wheel Drive",70000,rss,auto,images/1988-bmw-m5-1988.png,https://forza.fandom.com/wiki/BMW_M5_%281988%29
1995-bmw-850csi,1995 bmw 850CSi,1995,bmw,850CSi,ger,C,493,6.7,4.6,4.6,4.1,3.2,5.3,372,402,4240,V12,"Front-Engined, Rear-Wheel Drive",135000,rsp,auto,images/1995-bmw-850csi.png,https://forza.fandom.com/wiki/BMW_850CSi
1995-bmw-m5-1995,1995 bmw M5,1995,bmw,M5,ger,B,516,6.7,4.7,4.6,4.2,3.6,5.2,342,301,3772,I6,"Front-Engined, Rear-Wheel Drive",48000,rss,auto,images/1995-bmw-m5-1995.png,https://forza.fandom.com/wiki/BMW_M5_%281995%29
2003-bmw-m5-2003,2003 bmw M5,2003,bmw,M5,ger,B,580,7.1,5.0,5.0,5.2,3.8,5.5,394,368,3900,V8,"Front-Engined, Rear-Wheel Drive",47000,rss,auto,images/2003-bmw-m5-2003.png,https://forza.fandom.com/wiki/BMW_M5_%282003%29
2005-bmw-m3-2005,2005 bmw M3,2005,bmw,M3,ger,B,554,6.4,4.7,5.0,5.0,3.8,5.5,333,262,3415,I6,"Front-Engined, Rear-Wheel Drive",35000,rss,auto,images/2005-bmw-m3-2005.png,https://forza.fandom.com/wiki/BMW_M3_%282005%29
2008-bmw-z4-m-coup,2008 bmw Z4 M Coupé,2008,bmw,Z4 M Coupé,ger,B,579,6.4,5.4,5.4,4.9,4.3,5.6,343,269,3230,I6,"Front-Engined, Rear-Wheel Drive",63000,msp,auto,images/2008-bmw-z4-m-coup.png,https://forza.fandom.com/wiki/BMW_Z4_M_Coup%C3%A9
2009-bmw-m5-2009,2009 bmw M5,2009,bmw,M5,ger,B,595,7.1,5.3,5.1,4.9,4.4,5.4,500,383,4012,V10,"Front-Engined, Rear-Wheel Drive",54000,mss,auto,images/2009-bmw-m5-2009.png,https://forza.fandom.com/wiki/BMW_M5_%282009%29
2010-bmw-m3-gts,2010 bmw M3 GTS,2010,bmw,M3 GTS,ger,A,678,7.3,6.8,5.5,5.9,5.6,4.8,444,325,3462,V8,"Front-Engined, Rear-Wheel Drive",198000,tt,auto,images/2010-bmw-m3-gts.png,https://forza.fandom.com/wiki/BMW_M3_GTS
2011-bmw-x5-m,2011 bmw X5 M,2011,bmw,X5 M,ger,B,546,6.4,4.3,5.9,6.6,3.7,6.6,547,501,5368,V8,"Front-Engined, All-Wheel Drive",24000,suh,auto,images/2011-bmw-x5-m.png,https://forza.fandom.com/wiki/BMW_X5_M
2012-bmw-m5-2012,2012 bmw M5,2012,bmw,M5,ger,A,652,7.4,5.4,5.3,5.6,4.8,5.1,552,501,4123,V8,"Front-Engined, Rear-Wheel Drive",40000,mss,auto,images/2012-bmw-m5-2012.png,https://forza.fandom.com/wiki/BMW_M5_%282012%29
2014-bmw-m4-coup,2014 bmw M4 Coupé,2014,bmw,M4 Coupé,ger,A,679,7.1,5.6,5.3,5.6,6.5,5.2,425,406,3389,I6,"Front-Engined, Rear-Wheel Drive",55000,mss,auto,images/2014-bmw-m4-coup.png,https://forza.fandom.com/wiki/BMW_M4_Coup%C3%A9
2015-bmw-i8,2015 bmw i8,2015,bmw,i8,ger,A,665,7.2,5.8,7.7,8.7,4.6,5.3,357,420,3380,I3,"Mid-Engined, All-Wheel Drive",70000,msp,auto,images/2015-bmw-i8.png,https://forza.fandom.com/wiki/BMW_i8
2016-bmw-m4-gts,2016 bmw M4 GTS,2016,bmw,M4 GTS,ger,S1,711,7.2,6.8,5.7,6.0,7.0,4.6,493,442,3329,I6,"Front-Engined, Rear-Wheel Drive",125000,tt,auto,images/2016-bmw-m4-gts.png,https://forza.fandom.com/wiki/BMW_M4_GTS
2019-bmw-z4-roadster,2019 bmw Z4 Roadster,2019,bmw,Z4 Roadster,ger,A,634,6.7,5.3,5.6,6.0,4.4,5.1,382,369,3252,I6,"Front-Engined, Rear-Wheel Drive",38000,msp,auto,images/2019-bmw-z4-roadster.png,https://forza.fandom.com/wiki/BMW_Z4_Roadster
2020-bmw-m2-competition-coup,2020 bmw M2 Competition Coupé,2020,bmw,M2 Competition Coupé,ger,A,656,6.8,5.3,5.3,5.6,5.3,5.1,405,405,3655,I6,"Front-Engined, Rear-Wheel Drive",250000,mss,wheel,images/2020-bmw-m2-competition-coup.png,https://forza.fandom.com/wiki/BMW_M2_Competition_Coup%C3%A9
2020-bmw-m8-competition-coup,2020 bmw M8 Competition Coupé,2020,bmw,M8 Competition Coupé,ger,A,684,7.7,5.7,8.6,9.7,6.3,5.7,617,553,4354,V8,"Front-Engined, All-Wheel Drive",100000,gtc,auto,images/2020-bmw-m8-competition-coup.png,https://forza.fandom.com/wiki/BMW_M8_Competition_Coup%C3%A9
2022-bmw-m5-cs,2022 bmw M5 CS,2022,bmw,M5 CS,ger,S1,730,7.6,6.0,9.5,10.0,6.7,5.6,626,553,4023,V8,"Front-Engined, All-Wheel Drive",150000,mss,auto,images/2022-bmw-m5-cs.png,https://forza.fandom.com/wiki/BMW_M5_CS
2022-bmw-ix-xdrive50,2022 bmw iX eDrive50,2022,bmw,iX eDrive50,Germany,B,595,4.3,4.1,5.2,5.4,3.5,6.1,516,564,5534,,"Mid-Engined, All-Wheel Drive",37000,suh,auto,images/2022-bmw-ix-xdrive50.png,https://forza.fandom.com/wiki/BMW_iX_xDrive50
2023-bmw-m2-2023,2023 bmw M2,2023,bmw,M2,Germany,A,647,6.8,5.9,5.6,5.6,5.2,5.0,453,405,3748,I6,"Front-Engined, Rear-Wheel Drive",67000,mss,auto,images/2023-bmw-m2-2023.png,https://forza.fandom.com/wiki/BMW_M2_%282023%29
2024-bmw-x6-m-competition,2024 bmw X6 M Competition,2024,bmw,X6 M Competition,Germany,A,672,7.1,5.3,8.5,9.8,5.0,5.8,617,553,5454,V8,"Front-Engined, All-Wheel Drive",140000,suh,auto,images/2024-bmw-x6-m-competition.png,https://forza.fandom.com/wiki/BMW_X6_M_Competition
1987-buick-regal-gnx,1987 buick Regal GNX,1987,buick,Regal GNX,United States,C,454,5.7,3.7,3.8,2.5,2.5,5.7,300,380,3545,V6,"Front-Engined, Rear-Wheel Drive",255000,rem,auto,images/1987-buick-regal-gnx.png,https://forza.fandom.com/wiki/Buick_Regal_GNX
2013-cadillac-xts-limousine,2013 cadillac XTS Limousine,2013,cadillac,XTS Limousine,United States,D,381,5.3,4.5,2.7,1.8,3.0,5.8,304,264,5500,V6,"Front-Engined, Front-Wheel Drive",44000,mss,auto,images/2013-cadillac-xts-limousine.png,https://forza.fandom.com/wiki/Cadillac_XTS_Limousine
2016-cadillac-ats-v,2016 cadillac ATS-V,2016,cadillac,ATS-V,United States,A,601,7.0,5.0,5.2,3.4,4.2,5.6,464,444,3700,V6,"Front-Engined, Rear-Wheel Drive",41000,mm,auto,images/2016-cadillac-ats-v.png,https://forza.fandom.com/wiki/Cadillac_ATS-V
2018-can-am-maverick-x-rs-turbo-r,2018 can-am Maverick X RS Turbo R,2018,can-am,Maverick X RS Turbo R,can,B,568,41.0,3.7,6.8,9.6,4.5,9.8,172,124,1655,I3,"Mid-Engined, All-Wheel Drive",16000,utv,auto,images/2018-can-am-maverick-x-rs-turbo-r.png,https://forza.fandom.com/wiki/Can-Am_Maverick_X_RS_Turbo_R
2019-casey-currie-motorsports-4402-ultra-4-trophy-jeep,2019 casey #4402 Ultra 4 'Trophy Jeep',2019,casey,#4402 Ultra 4 'Trophy Jeep',United States,A,641,5.2,3.1,5.0,4.6,5.4,9.3,850,650,4850,V8,"Mid-Engined, All-Wheel Drive",250000,uo,auto,images/2019-casey-currie-motorsports-4402-ultra-4-trophy-jeep.png,https://forza.fandom.com/wiki/Casey_Currie_Motorsports_4402_Ultra_4_%27Trophy_Jeep%27
1953-chevrolet-corvette-1953,1953 chevrolet Corvette,1953,chevrolet,Corvette,United States,,270,4.6,3.9,2.3,1.1,2.0,5.8,160,223,2900,I6,"Front-Engined, Rear-Wheel Drive",269000,csc,auto,images/1953-chevrolet-corvette-1953.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_%281953%29
1964-chevrolet-impala-super-sport-409,1964 chevrolet Impala Super Sport 409,1964,chevrolet,Impala Super Sport 409,United States,C,427,5.5,3.4,3.4,3.0,2.3,5.6,425,425,3877,V8,"Front-Engined, Rear-Wheel Drive",70000,rac,auto,images/1964-chevrolet-impala-super-sport-409.png,https://forza.fandom.com/wiki/Chevrolet_Impala_Super_Sport_409
1969-chevrolet-camaro-super-sport-coupe,1969 chevrolet Camaro Super Sport Coupe,1969,chevrolet,Camaro Super Sport Coupe,United States,C,471,5.0,4.0,3.8,2.9,3.1,5.9,375,415,3527,V8,"Front-Engined, Rear-Wheel Drive",75000,Classic Muscle,auto,images/1969-chevrolet-camaro-super-sport-coupe.png,https://forza.fandom.com/wiki/Chevrolet_Camaro_Super_Sport_Coupe
1970-chevrolet-el-camino-super-sport-454,1970 chevrolet El Camino Super Sport 454,1970,chevrolet,El Camino Super Sport 454,United States,C,430,5.9,3.4,3.2,3.1,2.4,5.6,450,500,3820,V8,"Front-Engined, Rear-Wheel Drive",36000,uh,auto,images/1970-chevrolet-el-camino-super-sport-454.png,https://forza.fandom.com/wiki/Chevrolet_El_Camino_Super_Sport_454
1988-chevrolet-monte-carlo-super-sport,1988 chevrolet Monte Carlo Super Sport,1988,chevrolet,Monte Carlo Super Sport,United States,,282,5.0,3.8,3.1,2.3,2.0,5.2,180,225,3522,V8,"Front-Engined, Rear-Wheel Drive",30000,rem,auto,images/1988-chevrolet-monte-carlo-super-sport.png,https://forza.fandom.com/wiki/Chevrolet_Monte_Carlo_Super_Sport
1996-chevrolet-impala-super-sport,1996 chevrolet Impala Super Sport,1996,chevrolet,Impala Super Sport,United States,C,407,5.0,4.0,3.6,2.6,2.7,5.5,260,330,4037,V8,"Front-Engined, Rear-Wheel Drive",30000,rem,auto,images/1996-chevrolet-impala-super-sport.png,https://forza.fandom.com/wiki/Chevrolet_Impala_Super_Sport
2015-chevrolet-corvette-z06-2015,2015 chevrolet Corvette Z06,2015,chevrolet,Corvette Z06,United States,S1,755,7.8,6.1,6.0,6.5,7.5,5.0,650,650,3536,V8,"Front-Engined, Rear-Wheel Drive",100000,mm,auto,images/2015-chevrolet-corvette-z06-2015.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_Z06_%282015%29
2018-chevrolet-camaro-zl1-1le,2018 chevrolet Camaro ZL1 1LE,2018,chevrolet,Camaro ZL1 1LE,United States,S1,728,7.0,6.8,5.8,5.2,5.8,4.9,650,650,3837,V8,"Front-Engined, Rear-Wheel Drive",70000,tt,auto,images/2018-chevrolet-camaro-zl1-1le.png,https://forza.fandom.com/wiki/Chevrolet_Camaro_ZL1_1LE
2019-chevrolet-corvette-zr1-2019,2019 chevrolet Corvette ZR1,2019,chevrolet,Corvette ZR1,United States,S1,778,7.8,6.7,6.5,7.0,7.7,4.6,755,715,3560,V8,"Front-Engined, Rear-Wheel Drive",250000,tt,wheel,images/2019-chevrolet-corvette-zr1-2019.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR1_%282019%29
1967-chevrolet-corvette-stingray-427,1967 chevy Corvette Stingray 427,1967,chevy,Corvette Stingray 427,United States,B,510,5.5,4.1,3.9,3.0,3.1,6.0,435,460,3384,V8,"Front-Engined, Rear-Wheel Drive",135000,Classic Muscle,cm,images/1967-chevrolet-corvette-stingray-427.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_Stingray_427
1969-chevrolet-nova-super-sport-396,1969 chevy Nova Super Sport 396,1969,chevy,Nova Super Sport 396,United States,C,431,5.4,3.6,3.5,2.9,2.4,5.5,375,415,3470,V8,"Front-Engined, Rear-Wheel Drive",40000,Classic Muscle,auto,images/1969-chevrolet-nova-super-sport-396.png,https://forza.fandom.com/wiki/Chevrolet_Nova_Super_Sport_396
1970-chevrolet-corvette-zr-1-1970,1970 chevy Corvette ZR-1,1970,chevy,Corvette ZR-1,United States,C,497,4.9,4.1,3.9,2.9,3.1,5.6,370,380,3373,V8,"Front-Engined, Rear-Wheel Drive",250000,Classic Muscle,auto,images/1970-chevrolet-corvette-zr-1-1970.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR-1_%281970%29
1972-chevrolet-k-10-custom,1972 chevy K-10 Custom,1972,chevy,K-10 Custom,United States,,269,3.6,3.0,3.0,2.6,2.7,8.3,175,290,3936,V8,"Front-Engined, All-Wheel Drive",49000,p4,auto,images/1972-chevrolet-k-10-custom.png,https://forza.fandom.com/wiki/Chevrolet_K-10_Custom
1979-chevrolet-camaro-z28-1979,1979 chevy Camaro Z28,1979,chevy,Camaro Z28,United States,D,364,4.5,3.9,3.5,2.9,2.5,5.6,175,270,3560,V8,"Front-Engined, Rear-Wheel Drive",20000,Classic Muscle,auto,images/1979-chevrolet-camaro-z28-1979.png,https://forza.fandom.com/wiki/Chevrolet_Camaro_Z28_%281979%29
1995-chevrolet-corvette-zr-1-1995,1995 chevy Corvette ZR-1,1995,chevy,Corvette ZR-1,United States,B,576,6.5,4.5,4.8,4.0,3.7,5.1,405,385,3505,V8,"Front-Engined, Rear-Wheel Drive",76000,rem,auto,images/1995-chevrolet-corvette-zr-1-1995.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR-1_%281995%29
2002-chevrolet-corvette-z06-2002,2002 chevy Corvette Z06,2002,chevy,Corvette Z06,United States,A,602,7.2,5.2,4.6,4.5,3.9,5.0,405,400,3120,V8,"Front-Engined, Rear-Wheel Drive",33000,rem,auto,images/2002-chevrolet-corvette-z06-2002.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_Z06_%282002%29
2009-chevrolet-corvette-zr1-2009,2009 chevy Corvette ZR1,2009,chevy,Corvette ZR1,United States,S1,712,7.8,5.7,5.5,4.6,6.6,4.8,638,604,3350,V8,"Front-Engined, Rear-Wheel Drive",125000,mm,auto,images/2009-chevrolet-corvette-zr1-2009.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_ZR1_%282009%29
2020-chevrolet-corvette-stingray-coupe,2020 chevy Corvette Stingray Coupe,2020,chevy,Corvette Stingray Coupe,United States,A,699,7.2,6.2,6.9,7.6,5.2,5.4,495,469,3577,V8,"Mid-Engined, Rear-Wheel Drive",65000,msu,auto,images/2020-chevrolet-corvette-stingray-coupe.png,https://forza.fandom.com/wiki/Chevrolet_Corvette_Stingray_Coupe
1969-datsun-2000-roadster,1969 datsun 2000 Roadster,1969,datsun,2000 Roadster,Japan,D,323,4.2,4.1,2.8,1.8,2.6,5.7,135,132,2135,I4,"Front-Engined, Rear-Wheel Drive",250000,csc,Hard-to-Find,images/1969-datsun-2000-roadster.png,https://forza.fandom.com/wiki/Datsun_2000_Roadster
1970-datsun-510,1970 datsun 510,1970,datsun,510,Japan,,143,3.7,3.4,2.8,2.3,1.9,5.3,96,100,2127,I4,"Front-Engined, Rear-Wheel Drive",86000,csc,auto,images/1970-datsun-510.png,https://forza.fandom.com/wiki/Datsun_510
2018-deberti-chevrolet-silverado-1500-drift-truck,2018 deberti chevrolet Chevrolet Silverado 1500 Drift Truck,2018,deberti chevrolet,Chevrolet Silverado 1500 Drift Truck,United States,S1,707,6.7,4.5,4.9,5.1,5.2,4.2,1005,912,3500,V8,"Front-Engined, Rear-Wheel Drive",250000,dc,auto,images/2018-deberti-chevrolet-silverado-1500-drift-truck.png,https://forza.fandom.com/wiki/DeBerti_Chevrolet_Silverado_1500_Drift_Truck
2019-deberti-ford-super-duty-f-250-lariat-transformer,2019 deberti ford Ford Super Duty F-250 Lariat 'Transformer',2019,deberti ford,Ford Super Duty F-250 Lariat 'Transformer',United States,B,548,5.6,3.7,4.9,3.8,3.8,10.0,850,1200,7740,V8,"Front-Engined, All-Wheel Drive",275000,uo,auto,images/2019-deberti-ford-super-duty-f-250-lariat-transformer.png,https://forza.fandom.com/wiki/DeBerti_Ford_Super_Duty_F-250_Lariat_%27Transformer%27
2013-deberti-wrangler-unlimited,2013 deberti jeep Wrangler Unlimited,2013,deberti jeep,Wrangler Unlimited,United States,A,645,4.7,3.9,6.3,4.8,4.4,9.4,707,650,46450,V8,"Front-Engined, All-Wheel Drive",150000,uo,auto,images/2013-deberti-wrangler-unlimited.png,https://forza.fandom.com/wiki/DeBerti_Wrangler_Unlimited
2019-deberti-toyota-tacoma-trd-the-performance-truck,2019 deberti toyota Toyota Tacoma TRD 'The Performance Truck',2019,deberti toyota,Toyota Tacoma TRD 'The Performance Truck',United States,S1,717,6.4,5.1,4.9,5.1,6.6,4.9,900,626,3215,V8,"Front-Engined, Rear-Wheel Drive",250000,dc,auto,images/2019-deberti-toyota-tacoma-trd-the-performance-truck.png,https://forza.fandom.com/wiki/DeBerti_Toyota_Tacoma_TRD_%27The_Performance_Truck%27
1982-delorean-dmc-12,1982 delorean DMC-12,1982,delorean,DMC-12,United States,D,357,4.3,4.7,2.8,2.3,3.1,6.2,130,160,2844,V6,"Rear-Engined, Rear-Wheel Drive",72000,rsp,auto,images/1982-delorean-dmc-12.png,https://forza.fandom.com/wiki/DeLorean_DMC-12
1968-dodge-dart-hemi-super-stock,1968 dodge Dart HEMI Super Stock,1968,dodge,Dart HEMI Super Stock,United States,B,540,3.8,3.3,4.1,4.2,2.9,5.1,425,490,3020,V8,"Front-Engined, Rear-Wheel Drive",300000,Classic Muscle,,images/1968-dodge-dart-hemi-super-stock.png,https://forza.fandom.com/wiki/Dodge_Dart_HEMI_Super_Stock
1969-dodge-charger-daytona-hemi,1969 dodge Charger Daytona HEMI,1969,dodge,Charger Daytona HEMI,United States,C,479,5.0,3.5,3.8,3.7,2.8,5.6,425,490,3875,V8,"Front-Engined, Rear-Wheel Drive",541000,Classic Muscle,auto,images/1969-dodge-charger-daytona-hemi.png,https://forza.fandom.com/wiki/Dodge_Charger_Daytona_HEMI
1970-dodge-coronet-super-bee,1970 dodge Coronet Super Bee,1970,dodge,Coronet Super Bee,United States,C,455,5.8,3.1,3.5,3.4,2.4,5.3,425,490,3420,V8,"Front-Engined, Rear-Wheel Drive",175000,Classic Muscle,auto,images/1970-dodge-coronet-super-bee.png,https://forza.fandom.com/wiki/Dodge_Coronet_Super_Bee
1999-dodge-viper-gts-acr-forza-edition,1999 dodge Viper GTS ACR Forza Edition,1999,dodge,Viper GTS ACR Forza Edition,United States,A,700,8.1,4.2,5.7,6.0,4.7,9.9,516,561,3060,V10,"Front-Engined, Rear-Wheel Drive",500000,uo,,images/1999-dodge-viper-gts-acr-forza-edition.png,https://forza.fandom.com/wiki/Dodge_Viper_GTS_ACR_Forza_Edition
2006-dodge-ram-srt-10,2006 dodge Ram SRT-10,2006,dodge,Ram SRT-10,United States,B,547,5.9,4.5,4.9,4.2,4.1,6.0,500,525,5150,V10,"Front-Engined, Rear-Wheel Drive",250000,mm,Hard-to-Find,images/2006-dodge-ram-srt-10.png,https://forza.fandom.com/wiki/Dodge_Ram_SRT-10
2008-dodge-viper-srt-10-acr,2008 dodge Viper SRT-10 ACR,2008,dodge,Viper SRT-10 ACR,United States,S1,735,7.2,6.8,5.6,4.7,7.1,5.4,600,560,3408,V10,"Front-Engined, Rear-Wheel Drive",115000,tt,auto,images/2008-dodge-viper-srt-10-acr.png,https://forza.fandom.com/wiki/Dodge_Viper_SRT-10_ACR
2015-dodge-challenger-srt-hellcat,2015 dodge Challenger SRT Hellcat,2015,dodge,Challenger SRT Hellcat,United States,A,631,7.7,4.7,4.5,4.6,4.9,4.8,707,650,4438,V8,"Front-Engined, Rear-Wheel Drive",53000,mm,auto,images/2015-dodge-challenger-srt-hellcat.png,https://forza.fandom.com/wiki/Dodge_Challenger_SRT_Hellcat
2015-dodge-charger-srt-hellcat,2015 dodge Charger SRT Hellcat,2015,dodge,Charger SRT Hellcat,United States,A,637,7.8,4.8,4.7,4.9,5.0,5.1,707,650,4575,V8,"Front-Engined, Rear-Wheel Drive",44000,mm,auto,images/2015-dodge-charger-srt-hellcat.png,https://forza.fandom.com/wiki/Dodge_Charger_SRT_Hellcat
2018-dodge-challenger-srt-demon,2018 dodge Challenger SRT Demon,2018,dodge,Challenger SRT Demon,United States,A,678,7.8,5.1,4.8,5.0,5.3,5.0,840,770,4248,V8,"Front-Engined, Rear-Wheel Drive",90000,mm,auto,images/2018-dodge-challenger-srt-demon.png,https://forza.fandom.com/wiki/Dodge_Challenger_SRT_Demon
